policy,seed,delta_hedged_pnl_vs_oracle_gap,delta_lp_vs_hold_vs_oracle_gap,delta_fee_revenue_vs_oracle_gap,delta_lvr_vs_oracle_gap,delta_volume_vs_oracle_gap
inventory_gap,5425,-0.0109,0.0000,-0.0113,-0.0004,170.6000
inventory_gap,5426,-0.0112,0.0000,-0.0104,0.0007,172.1606
inventory_gap,5427,-0.0108,0.0000,-0.0130,-0.0021,173.1458
inventory_gap,5428,-0.0137,0.0000,-0.0130,0.0006,177.2310
inventory_gap,5429,-0.0114,0.0000,-0.0116,-0.0002,170.1190
inventory_gap,5430,-0.0150,0.0000,-0.0142,0.0008,175.1069
inventory_gap,5431,-0.0139,0.0000,-0.0121,0.0018,170.9469
inventory_gap,5432,-0.0174,0.0000,-0.0166,0.0007,180.9987
inventory_gap,5433,-0.0161,0.0000,-0.0147,0.0014,177.3712
inventory_gap,5434,-0.0133,0.0000,-0.0149,-0.0016,175.7791
inventory_gap,5435,-0.0140,0.0000,-0.0128,0.0011,177.5015
inventory_gap,5436,-0.0126,0.0000,-0.0153,-0.0027,173.3200
inventory_gap,5437,-0.0127,0.0000,-0.0121,0.0005,173.9150
inventory_gap,5438,-0.0144,0.0000,-0.0133,0.0012,178.1048
inventory_gap,5439,-0.0117,0.0000,-0.0111,0.0006,175.8454
inventory_gap,5440,-0.0142,0.0000,-0.0125,0.0016,174.8257
inventory_gap,5441,-0.0095,0.0000,-0.0124,-0.0029,169.9418
inventory_gap,5442,-0.0126,0.0000,-0.0111,0.0015,179.5421
inventory_gap,5443,-0.0127,0.0000,-0.0142,-0.0015,175.4033
inventory_gap,5444,-0.0114,0.0000,-0.0118,-0.0004,173.1206
inventory_gap,5445,-0.0127,0.0000,-0.0129,-0.0002,173.3452
inventory_gap,5446,-0.0154,0.0000,-0.0176,-0.0021,175.5231
inventory_gap,5447,-0.0158,0.0000,-0.0157,0.0001,178.1958
inventory_gap,5448,-0.0147,0.0000,-0.0163,-0.0015,176.0288
inventory_gap,5449,-0.0177,0.0000,-0.0140,0.0038,177.8625
inventory_gap,5450,-0.0134,0.0000,-0.0129,0.0005,176.3276
inventory_gap,5451,-0.0108,0.0000,-0.0110,-0.0002,170.0123
inventory_gap,5452,-0.0119,0.0000,-0.0146,-0.0027,170.3218
inventory_gap,5453,-0.0121,0.0000,-0.0115,0.0006,169.4238
inventory_gap,5454,-0.0151,0.0000,-0.0161,-0.0009,177.8171
inventory_gap,5455,-0.0154,0.0000,-0.0140,0.0014,175.9738
inventory_gap,5456,-0.0124,0.0000,-0.0161,-0.0037,172.7839
inventory_gap,5457,-0.0120,0.0000,-0.0110,0.0010,176.9368
inventory_gap,5458,-0.0141,0.0000,-0.0150,-0.0008,173.5386
inventory_gap,5459,-0.0126,0.0000,-0.0106,0.0020,177.3032
inventory_gap,5460,-0.0144,0.0000,-0.0128,0.0016,173.2691
inventory_gap,5461,-0.0200,0.0000,-0.0172,0.0028,181.6273
inventory_gap,5462,-0.0143,0.0000,-0.0159,-0.0016,173.1905
inventory_gap,5463,-0.0164,0.0000,-0.0127,0.0037,181.4666
inventory_gap,5464,-0.0128,0.0000,-0.0146,-0.0018,173.2901
inventory_gap,5465,-0.0130,0.0000,-0.0110,0.0020,173.7602
inventory_gap,5466,-0.0140,0.0000,-0.0141,-0.0001,173.6167
inventory_gap,5467,-0.0179,0.0000,-0.0165,0.0014,177.6131
inventory_gap,5468,-0.0107,0.0000,-0.0151,-0.0044,173.0324
inventory_gap,5469,-0.0118,0.0000,-0.0122,-0.0004,173.6560
inventory_gap,5470,-0.0102,0.0000,-0.0099,0.0003,175.0301
inventory_gap,5471,-0.0173,0.0000,-0.0131,0.0041,181.7088
inventory_gap,5472,-0.0157,0.0000,-0.0172,-0.0014,176.9836
inventory_gap,5473,-0.0121,0.0000,-0.0109,0.0012,172.2597
inventory_gap,5474,-0.0140,0.0000,-0.0157,-0.0017,176.7830
inventory_gap,5475,-0.0189,0.0000,-0.0172,0.0017,177.4859
inventory_gap,5476,-0.0137,0.0000,-0.0122,0.0015,176.2080
inventory_gap,5477,-0.0118,0.0000,-0.0148,-0.0030,168.6222
inventory_gap,5478,-0.0123,0.0000,-0.0119,0.0005,173.4631
inventory_gap,5479,-0.0156,0.0000,-0.0147,0.0009,176.4594
inventory_gap,5480,-0.0109,0.0000,-0.0129,-0.0020,168.5807
inventory_gap,5481,-0.0153,0.0000,-0.0136,0.0017,176.3269
inventory_gap,5482,-0.0067,0.0000,-0.0101,-0.0034,164.5957
inventory_gap,5483,-0.0151,0.0000,-0.0147,0.0004,176.1904
inventory_gap,5484,-0.0108,0.0000,-0.0126,-0.0018,169.5826
inventory_gap,5485,-0.0134,0.0000,-0.0143,-0.0009,178.2775
inventory_gap,5486,-0.0163,0.0000,-0.0140,0.0023,177.8484
inventory_gap,5487,-0.0150,0.0000,-0.0138,0.0012,177.7849
inventory_gap,5488,-0.0148,0.0000,-0.0174,-0.0027,177.7587
inventory_gap,5489,-0.0088,0.0000,-0.0118,-0.0030,169.5721
inventory_gap,5490,-0.0124,0.0000,-0.0109,0.0015,172.1232
inventory_gap,5491,-0.0133,0.0000,-0.0114,0.0020,177.2839
inventory_gap,5492,-0.0165,0.0000,-0.0145,0.0019,179.6691
inventory_gap,5493,-0.0146,0.0000,-0.0142,0.0004,175.6202
inventory_gap,5494,-0.0127,0.0000,-0.0141,-0.0013,175.6346
inventory_gap,5495,-0.0114,0.0000,-0.0132,-0.0018,173.9546
inventory_gap,5496,-0.0181,0.0000,-0.0143,0.0038,173.6869
inventory_gap,5497,-0.0166,0.0000,-0.0173,-0.0007,177.0788
inventory_gap,5498,-0.0125,0.0000,-0.0122,0.0002,176.1911
inventory_gap,5499,-0.0111,0.0000,-0.0145,-0.0035,172.4015
tabular_rl,5000,-0.1287,-0.0000,-0.1436,-0.0149,-584.8767
tabular_rl,5001,-0.1562,0.0002,-0.1752,-0.0190,-569.2678
tabular_rl,5002,-0.1337,-0.0000,-0.1685,-0.0348,-592.8719
tabular_rl,5003,-0.1437,0.0010,-0.1018,0.0420,-622.1207
tabular_rl,5004,-0.1385,0.0002,-0.1485,-0.0100,-591.1704
tabular_rl,5005,-0.1392,0.0002,-0.1782,-0.0390,-613.3385
tabular_rl,5006,-0.1514,0.0001,-0.1896,-0.0382,-590.6378
tabular_rl,5007,-0.1445,-0.0000,-0.1343,0.0102,-595.7873
tabular_rl,5008,-0.1522,0.0001,-0.1556,-0.0034,-566.9361
tabular_rl,5009,-0.1515,-0.0000,-0.1549,-0.0033,-525.5866
tabular_rl,5010,-0.1561,0.0010,-0.1628,-0.0067,-594.5737
tabular_rl,5011,-0.1430,-0.0000,-0.1376,0.0054,-568.8360
tabular_rl,5012,-0.1488,0.0010,-0.1223,0.0264,-587.0065
tabular_rl,5013,-0.1672,0.0002,-0.1883,-0.0211,-579.4310
tabular_rl,5014,-0.1501,0.0010,-0.1445,0.0056,-567.5999
tabular_rl,5015,-0.1830,-0.0000,-0.1896,-0.0067,-616.0407
tabular_rl,5016,-0.1332,-0.0000,-0.1168,0.0164,-549.9841
tabular_rl,5017,-0.1372,0.0010,-0.1295,0.0076,-604.4347
tabular_rl,5018,-0.1547,0.0001,-0.1934,-0.0387,-596.5043
tabular_rl,5019,-0.1464,0.0009,-0.1742,-0.0278,-591.1492
tabular_rl,5020,-0.1397,0.0010,-0.1393,0.0004,-570.8776
tabular_rl,5021,-0.1355,-0.0000,-0.1481,-0.0126,-559.6816
tabular_rl,5022,-0.1522,0.0010,-0.1792,-0.0269,-585.6355
tabular_rl,5023,-0.1310,0.0002,-0.1695,-0.0385,-597.1260
tabular_rl,5024,-0.1426,-0.0000,-0.1458,-0.0032,-592.8433
tabular_rl,5025,-0.1398,0.0002,-0.1698,-0.0300,-607.4852
tabular_rl,5026,-0.1471,0.0001,-0.1377,0.0094,-574.2330
tabular_rl,5027,-0.1497,0.0010,-0.1063,0.0434,-574.8490
tabular_rl,5028,-0.1486,-0.0000,-0.1472,0.0014,-575.4884
tabular_rl,5029,-0.1477,0.0001,-0.1534,-0.0058,-563.9541
tabular_rl,5030,-0.1529,0.0001,-0.1695,-0.0167,-587.3154
tabular_rl,5031,-0.1677,0.0002,-0.1847,-0.0170,-586.4440
tabular_rl,5032,-0.1546,-0.0000,-0.1710,-0.0164,-564.8000
tabular_rl,5033,-0.1286,0.0001,-0.1992,-0.0706,-608.1748
tabular_rl,5034,-0.1547,-0.0000,-0.2211,-0.0664,-573.9684
tabular_rl,5035,-0.1431,0.0010,-0.1543,-0.0112,-577.1642
tabular_rl,5036,-0.1579,0.0010,-0.1939,-0.0359,-600.0948
tabular_rl,5037,-0.1627,0.0010,-0.1443,0.0184,-623.6611
tabular_rl,5038,-0.1518,-0.0000,-0.1668,-0.0150,-616.1422
tabular_rl,5039,-0.1498,0.0002,-0.0961,0.0538,-593.1229
tabular_rl,5040,-0.1456,0.0010,-0.1256,0.0200,-583.3379
tabular_rl,5041,-0.1325,0.0002,-0.1412,-0.0087,-555.2136
tabular_rl,5042,-0.1513,-0.0000,-0.1733,-0.0220,-598.4277
tabular_rl,5043,-0.1203,-0.0000,-0.1496,-0.0293,-598.7463
tabular_rl,5044,-0.1323,0.0010,-0.1587,-0.0264,-623.4879
tabular_rl,5045,-0.1434,0.0011,-0.1281,0.0153,-574.5682
tabular_rl,5046,-0.1326,-0.0000,-0.1389,-0.0063,-600.2932
tabular_rl,5047,-0.1496,0.0002,-0.1380,0.0116,-606.3274
tabular_rl,5048,-0.1535,0.0010,-0.1366,0.0169,-587.5646
tabular_rl,5049,-0.1404,0.0001,-0.1715,-0.0310,-630.2671
tabular_rl,5050,-0.1407,-0.0000,-0.1546,-0.0139,-564.6544
tabular_rl,5051,-0.1581,0.0001,-0.1735,-0.0154,-564.2429
tabular_rl,5052,-0.1459,0.0002,-0.1433,0.0026,-588.7102
tabular_rl,5053,-0.1517,0.0002,-0.1411,0.0105,-622.9296
tabular_rl,5054,-0.1251,0.0002,-0.0946,0.0305,-568.7229
tabular_rl,5055,-0.1354,0.0002,-0.1369,-0.0014,-555.8052
tabular_rl,5056,-0.1619,0.0002,-0.1247,0.0372,-588.4572
tabular_rl,5057,-0.1297,0.0002,-0.1330,-0.0033,-588.6795
tabular_rl,5058,-0.1443,0.0009,-0.1615,-0.0172,-586.4577
tabular_rl,5059,-0.1332,0.0001,-0.1225,0.0107,-604.7738
tabular_rl,5060,-0.1366,0.0010,-0.1422,-0.0056,-594.3073
tabular_rl,5061,-0.1579,-0.0000,-0.1539,0.0040,-580.2775
tabular_rl,5062,-0.1406,-0.0000,-0.1700,-0.0294,-585.3972
tabular_rl,5063,-0.1483,0.0002,-0.1517,-0.0033,-583.8246
tabular_rl,5064,-0.1369,0.0002,-0.1488,-0.0118,-609.6325
tabular_rl,5065,-0.1487,0.0001,-0.1523,-0.0037,-573.2414
tabular_rl,5066,-0.1431,-0.0000,-0.1315,0.0116,-605.0329
tabular_rl,5067,-0.1583,0.0010,-0.1920,-0.0337,-626.6683
tabular_rl,5068,-0.1636,0.0001,-0.1664,-0.0028,-580.9551
tabular_rl,5069,-0.1300,0.0002,-0.1263,0.0037,-569.4461
tabular_rl,5070,-0.1648,-0.0000,-0.1465,0.0183,-630.9457
tabular_rl,5071,-0.1355,-0.0000,-0.1492,-0.0138,-609.8182
tabular_rl,5072,-0.1478,-0.0000,-0.1678,-0.0200,-619.4356
tabular_rl,5073,-0.1484,0.0001,-0.1687,-0.0203,-630.3470
tabular_rl,5074,-0.1373,0.0002,-0.1183,0.0190,-587.3212
tabular_rl,5075,-0.1801,-0.0000,-0.1761,0.0040,-600.2379
tabular_rl,5076,-0.1327,-0.0000,-0.1276,0.0051,-612.1369
tabular_rl,5077,-0.1380,-0.0000,-0.1481,-0.0102,-570.4162
tabular_rl,5078,-0.1480,0.0001,-0.1480,-0.0000,-640.1477
tabular_rl,5079,-0.1412,0.0010,-0.1662,-0.0250,-579.0230
tabular_rl,5080,-0.1525,-0.0000,-0.1344,0.0181,-554.2132
tabular_rl,5081,-0.1230,-0.0000,-0.1189,0.0041,-575.9482
tabular_rl,5082,-0.1327,0.0001,-0.1467,-0.0140,-587.7074
tabular_rl,5083,-0.1345,-0.0000,-0.1060,0.0284,-600.0710
tabular_rl,5084,-0.1412,-0.0000,-0.1349,0.0063,-559.4904
tabular_rl,5085,-0.1472,0.0001,-0.1856,-0.0384,-598.1599
tabular_rl,5086,-0.1649,-0.0000,-0.1377,0.0272,-587.4526
tabular_rl,5087,-0.1581,0.0002,-0.1458,0.0123,-575.9103
tabular_rl,5088,-0.1674,-0.0000,-0.1278,0.0396,-586.7171
tabular_rl,5089,-0.1467,0.0002,-0.1501,-0.0034,-577.5796
tabular_rl,5090,-0.1480,0.0010,-0.1433,0.0047,-575.0128
tabular_rl,5091,-0.1510,0.0001,-0.1884,-0.0374,-601.6376
tabular_rl,5092,-0.1411,-0.0000,-0.1640,-0.0228,-594.4447
tabular_rl,5093,-0.1475,0.0001,-0.1313,0.0162,-586.7064
tabular_rl,5094,-0.1404,0.0002,-0.1570,-0.0167,-590.4534
tabular_rl,5095,-0.1481,-0.0000,-0.1743,-0.0262,-551.8989
tabular_rl,5096,-0.1483,0.0002,-0.1484,-0.0001,-581.7723
tabular_rl,5097,-0.1611,0.0010,-0.1489,0.0122,-586.3281
tabular_rl,5098,-0.1445,0.0002,-0.1566,-0.0121,-590.5721
tabular_rl,5099,-0.1139,0.0002,-0.1211,-0.0072,-586.6320
tabular_rl,5100,-0.1522,0.0001,-0.1848,-0.0326,-572.5560
tabular_rl,5101,-0.1325,-0.0000,-0.1337,-0.0012,-609.8594
tabular_rl,5102,-0.1259,-0.0000,-0.1496,-0.0237,-608.1064
tabular_rl,5103,-0.1447,0.0001,-0.1617,-0.0170,-610.5169
tabular_rl,5104,-0.1406,-0.0000,-0.0962,0.0445,-585.1324
tabular_rl,5105,-0.1549,0.0002,-0.1532,0.0017,-620.0636
tabular_rl,5106,-0.1644,-0.0000,-0.1886,-0.0242,-599.2276
tabular_rl,5107,-0.1507,0.0002,-0.1609,-0.0102,-611.8018
tabular_rl,5108,-0.1374,0.0002,-0.1734,-0.0361,-606.5882
tabular_rl,5109,-0.1443,0.0002,-0.1782,-0.0339,-601.7422
tabular_rl,5110,-0.1380,-0.0000,-0.1558,-0.0178,-593.1703
tabular_rl,5111,-0.1471,0.0010,-0.1415,0.0056,-596.1839
tabular_rl,5112,-0.1563,0.0002,-0.1683,-0.0120,-567.6565
tabular_rl,5113,-0.1590,0.0001,-0.2029,-0.0439,-605.0045
tabular_rl,5114,-0.1509,0.0002,-0.1428,0.0080,-588.8480
tabular_rl,5115,-0.1571,0.0002,-0.1475,0.0096,-589.8963
tabular_rl,5116,-0.1526,-0.0000,-0.1592,-0.0066,-613.7356
tabular_rl,5117,-0.1317,0.0010,-0.1343,-0.0027,-609.4091
tabular_rl,5118,-0.1445,-0.0000,-0.1663,-0.0218,-559.4155
tabular_rl,5119,-0.1487,0.0002,-0.1636,-0.0150,-585.8708
tabular_rl,5120,-0.1493,0.0010,-0.1439,0.0054,-584.8537
tabular_rl,5121,-0.1393,0.0001,-0.1384,0.0010,-577.2705
tabular_rl,5122,-0.1496,-0.0000,-0.1802,-0.0306,-585.8447
tabular_rl,5123,-0.1651,0.0002,-0.1186,0.0464,-593.8306
tabular_rl,5124,-0.1536,0.0001,-0.1740,-0.0205,-578.8795
tabular_rl,5125,-0.1480,0.0001,-0.1517,-0.0037,-596.8877
tabular_rl,5126,-0.1456,0.0010,-0.1261,0.0195,-618.3344
tabular_rl,5127,-0.1612,-0.0000,-0.1597,0.0015,-591.7085
tabular_rl,5128,-0.1467,0.0002,-0.1748,-0.0281,-547.1518
tabular_rl,5129,-0.1511,-0.0000,-0.1304,0.0207,-593.5259
tabular_rl,5130,-0.1553,0.0002,-0.1040,0.0512,-568.1701
tabular_rl,5131,-0.1547,0.0001,-0.1572,-0.0026,-626.8805
tabular_rl,5132,-0.1421,0.0001,-0.1457,-0.0035,-611.6607
tabular_rl,5133,-0.1571,0.0001,-0.1605,-0.0034,-589.2369
tabular_rl,5134,-0.1628,-0.0000,-0.1950,-0.0322,-611.5606
tabular_rl,5135,-0.1395,0.0010,-0.1223,0.0172,-581.5658
tabular_rl,5136,-0.1485,0.0002,-0.1786,-0.0301,-603.1338
tabular_rl,5137,-0.1616,0.0002,-0.1630,-0.0014,-612.6336
tabular_rl,5138,-0.1411,0.0000,-0.1279,0.0132,-607.6391
tabular_rl,5139,-0.1514,0.0002,-0.1696,-0.0182,-571.7901
tabular_rl,5140,-0.1463,0.0002,-0.1684,-0.0222,-568.7987
tabular_rl,5141,-0.1543,0.0002,-0.1371,0.0172,-582.8552
tabular_rl,5142,-0.1584,0.0010,-0.1532,0.0053,-599.4269
tabular_rl,5143,-0.1540,0.0010,-0.1414,0.0126,-590.2052
tabular_rl,5144,-0.1438,0.0010,-0.1715,-0.0277,-596.7255
tabular_rl,5145,-0.1519,-0.0000,-0.1070,0.0448,-594.6937
tabular_rl,5146,-0.1611,0.0002,-0.1286,0.0325,-591.0360
tabular_rl,5147,-0.1557,0.0002,-0.1146,0.0411,-605.4408
tabular_rl,5148,-0.1503,0.0001,-0.1444,0.0059,-620.4492
tabular_rl,5149,-0.1275,-0.0000,-0.1793,-0.0519,-596.5033
tabular_rl,5150,-0.1357,0.0002,-0.1525,-0.0168,-605.0202
tabular_rl,5151,-0.1392,0.0001,-0.1146,0.0246,-562.6832
tabular_rl,5152,-0.1630,0.0002,-0.1563,0.0067,-539.3572
tabular_rl,5153,-0.1339,0.0002,-0.1526,-0.0186,-609.7941
tabular_rl,5154,-0.1531,0.0001,-0.1553,-0.0022,-634.4636
tabular_rl,5155,-0.1544,0.0002,-0.1685,-0.0141,-567.0380
tabular_rl,5156,-0.1615,0.0002,-0.1693,-0.0078,-610.3319
tabular_rl,5157,-0.1667,-0.0000,-0.1287,0.0381,-575.8697
tabular_rl,5158,-0.1408,0.0010,-0.1686,-0.0278,-597.4380
tabular_rl,5159,-0.1448,-0.0000,-0.1488,-0.0039,-573.4464
tabular_rl,5160,-0.1659,-0.0000,-0.1528,0.0131,-580.0283
tabular_rl,5161,-0.1550,-0.0000,-0.1712,-0.0162,-592.4462
tabular_rl,5162,-0.1493,0.0010,-0.1603,-0.0110,-603.0602
tabular_rl,5163,-0.1419,0.0000,-0.1289,0.0130,-586.9497
tabular_rl,5164,-0.1387,-0.0000,-0.1503,-0.0116,-612.1553
tabular_rl,5165,-0.1610,0.0002,-0.1409,0.0201,-613.7706
tabular_rl,5166,-0.1418,-0.0000,-0.1642,-0.0224,-586.2823
tabular_rl,5167,-0.1578,0.0002,-0.1799,-0.0221,-590.4861
tabular_rl,5168,-0.1483,-0.0000,-0.1603,-0.0120,-589.6894
tabular_rl,5169,-0.1655,0.0002,-0.1306,0.0349,-597.9559
tabular_rl,5170,-0.1435,0.0010,-0.1535,-0.0099,-582.4734
tabular_rl,5171,-0.1386,0.0001,-0.1346,0.0041,-568.9447
tabular_rl,5172,-0.1289,0.0002,-0.1351,-0.0061,-571.8739
tabular_rl,5173,-0.1432,0.0010,-0.1867,-0.0435,-570.0268
tabular_rl,5174,-0.1411,-0.0000,-0.1355,0.0056,-577.7148
tabular_rl,5175,-0.1401,0.0001,-0.1511,-0.0110,-597.6653
tabular_rl,5176,-0.1372,0.0002,-0.1825,-0.0453,-621.6622
tabular_rl,5177,-0.1580,0.0010,-0.1645,-0.0065,-563.8721
tabular_rl,5178,-0.1528,0.0001,-0.1502,0.0025,-576.8650
tabular_rl,5179,-0.1484,-0.0000,-0.1775,-0.0291,-620.1586
tabular_rl,5180,-0.1489,-0.0000,-0.1300,0.0189,-600.4788
tabular_rl,5181,-0.1446,0.0002,-0.1423,0.0023,-617.9716
tabular_rl,5182,-0.1529,-0.0000,-0.1624,-0.0095,-592.7131
tabular_rl,5183,-0.1673,0.0000,-0.1240,0.0433,-550.2929
tabular_rl,5184,-0.1432,0.0001,-0.1148,0.0284,-600.1467
tabular_rl,5185,-0.1492,0.0002,-0.1922,-0.0430,-594.2739
tabular_rl,5186,-0.1522,0.0010,-0.1846,-0.0324,-584.2934
tabular_rl,5187,-0.1472,-0.0000,-0.1543,-0.0071,-583.5375
tabular_rl,5188,-0.1538,-0.0000,-0.1279,0.0259,-589.1996
tabular_rl,5189,-0.1324,-0.0000,-0.1651,-0.0327,-622.2541
tabular_rl,5190,-0.1656,0.0010,-0.1380,0.0276,-609.0735
tabular_rl,5191,-0.1632,0.0001,-0.1311,0.0321,-632.6264
tabular_rl,5192,-0.1524,0.0010,-0.1420,0.0104,-576.7032
tabular_rl,5193,-0.1396,-0.0000,-0.1449,-0.0052,-581.6034
tabular_rl,5194,-0.1709,0.0001,-0.1702,0.0007,-614.4127
tabular_rl,5195,-0.1603,0.0002,-0.1887,-0.0284,-572.9114
tabular_rl,5196,-0.1493,0.0010,-0.1603,-0.0109,-575.9421
tabular_rl,5197,-0.1602,-0.0000,-0.1278,0.0324,-583.3336
tabular_rl,5198,-0.1457,0.0002,-0.1446,0.0011,-586.8050
tabular_rl,5199,-0.1555,-0.0000,-0.1518,0.0038,-591.3821
tabular_rl,5200,-0.1447,0.0002,-0.1570,-0.0123,-575.4064
tabular_rl,5201,-0.1642,0.0002,-0.1399,0.0243,-583.2018
tabular_rl,5202,-0.1458,-0.0000,-0.1621,-0.0163,-605.7606
tabular_rl,5203,-0.1463,0.0002,-0.1190,0.0272,-570.3592
tabular_rl,5204,-0.1480,-0.0000,-0.1686,-0.0206,-598.0373
tabular_rl,5205,-0.1527,0.0010,-0.1641,-0.0115,-589.9729
tabular_rl,5206,-0.1591,-0.0000,-0.1425,0.0165,-601.5558
tabular_rl,5207,-0.1518,0.0002,-0.1436,0.0082,-583.5057
tabular_rl,5208,-0.1639,-0.0000,-0.1221,0.0419,-581.6605
tabular_rl,5209,-0.1570,0.0010,-0.1575,-0.0005,-573.5569
tabular_rl,5210,-0.1412,0.0002,-0.1692,-0.0279,-580.6282
tabular_rl,5211,-0.1403,-0.0000,-0.1283,0.0120,-604.4094
tabular_rl,5212,-0.1560,-0.0000,-0.1738,-0.0178,-596.4589
tabular_rl,5213,-0.1436,0.0010,-0.1090,0.0346,-569.4732
tabular_rl,5214,-0.1439,0.0002,-0.1583,-0.0145,-587.3772
tabular_rl,5215,-0.1444,0.0002,-0.1268,0.0176,-591.2183
tabular_rl,5216,-0.1590,-0.0000,-0.1278,0.0312,-599.7477
tabular_rl,5217,-0.1329,-0.0000,-0.1378,-0.0049,-600.1828
tabular_rl,5218,-0.1445,-0.0000,-0.1642,-0.0197,-608.7697
tabular_rl,5219,-0.1582,0.0001,-0.1819,-0.0237,-594.3256
tabular_rl,5220,-0.1248,0.0002,-0.1132,0.0116,-616.6139
tabular_rl,5221,-0.1520,0.0002,-0.1616,-0.0096,-605.5869
tabular_rl,5222,-0.1528,-0.0000,-0.1587,-0.0059,-619.0245
tabular_rl,5223,-0.1441,-0.0000,-0.1400,0.0041,-602.7249
tabular_rl,5224,-0.1508,0.0002,-0.1392,0.0116,-604.3413
tabular_rl,5225,-0.1438,-0.0000,-0.1572,-0.0134,-580.7657
tabular_rl,5226,-0.1363,0.0009,-0.1230,0.0133,-581.6254
tabular_rl,5227,-0.1372,0.0010,-0.1580,-0.0207,-562.5550
tabular_rl,5228,-0.1473,0.0010,-0.1132,0.0340,-594.1142
tabular_rl,5229,-0.1399,-0.0000,-0.1505,-0.0106,-604.5834
tabular_rl,5230,-0.1433,0.0001,-0.1693,-0.0261,-591.4840
tabular_rl,5231,-0.1420,0.0001,-0.1444,-0.0024,-585.3201
tabular_rl,5232,-0.1466,0.0002,-0.1427,0.0039,-594.6727
tabular_rl,5233,-0.1368,0.0002,-0.1160,0.0208,-618.9233
tabular_rl,5234,-0.1223,0.0010,-0.1193,0.0030,-571.4575
tabular_rl,5235,-0.1414,0.0010,-0.1278,0.0136,-607.4256
tabular_rl,5236,-0.1490,0.0002,-0.1464,0.0026,-609.1637
tabular_rl,5237,-0.1605,-0.0000,-0.1520,0.0085,-560.3866
tabular_rl,5238,-0.1421,0.0002,-0.1577,-0.0156,-575.8732
tabular_rl,5239,-0.1589,-0.0000,-0.1708,-0.0120,-594.3452
tabular_rl,5240,-0.1402,0.0009,-0.1382,0.0020,-589.2424
tabular_rl,5241,-0.1452,0.0002,-0.1505,-0.0054,-570.6609
tabular_rl,5242,-0.1579,-0.0000,-0.1733,-0.0154,-613.1171
tabular_rl,5243,-0.1490,0.0002,-0.1537,-0.0046,-564.0856
tabular_rl,5244,-0.1405,-0.0000,-0.1716,-0.0311,-608.2645
tabular_rl,5245,-0.1476,-0.0000,-0.1417,0.0059,-575.4947
tabular_rl,5246,-0.1308,0.0002,-0.1240,0.0068,-599.0425
tabular_rl,5247,-0.1522,0.0002,-0.1524,-0.0002,-604.7918
tabular_rl,5248,-0.1534,0.0002,-0.1630,-0.0096,-612.6528
tabular_rl,5249,-0.1358,-0.0000,-0.1493,-0.0135,-603.9129
tabular_rl,5250,-0.1671,0.0002,-0.1729,-0.0058,-607.2510
tabular_rl,5251,-0.1521,0.0001,-0.1570,-0.0048,-579.1029
tabular_rl,5252,-0.1443,0.0001,-0.1303,0.0140,-579.7594
tabular_rl,5253,-0.1386,-0.0000,-0.1374,0.0012,-578.1864
tabular_rl,5254,-0.1405,-0.0000,-0.1566,-0.0161,-586.4987
tabular_rl,5255,-0.1617,0.0002,-0.1365,0.0252,-557.6846
tabular_rl,5256,-0.1624,0.0010,-0.1253,0.0371,-592.8990
tabular_rl,5257,-0.1464,0.0010,-0.1785,-0.0321,-607.4667
tabular_rl,5258,-0.1525,0.0010,-0.1388,0.0137,-550.9965
tabular_rl,5259,-0.1532,0.0001,-0.1241,0.0292,-598.1847
tabular_rl,5260,-0.1448,0.0010,-0.1317,0.0130,-604.6685
tabular_rl,5261,-0.1455,0.0001,-0.1577,-0.0122,-588.2456
tabular_rl,5262,-0.1555,-0.0000,-0.1439,0.0116,-607.1222
tabular_rl,5263,-0.1548,0.0002,-0.0993,0.0555,-579.3019
tabular_rl,5264,-0.1473,0.0000,-0.1341,0.0132,-594.7882
tabular_rl,5265,-0.1586,-0.0000,-0.1852,-0.0265,-604.9747
tabular_rl,5266,-0.1454,0.0002,-0.1835,-0.0381,-623.0148
tabular_rl,5267,-0.1432,0.0002,-0.1215,0.0217,-578.0420
tabular_rl,5268,-0.1399,-0.0000,-0.1378,0.0021,-591.1910
tabular_rl,5269,-0.1587,0.0094,-0.1135,0.0451,-605.8512
tabular_rl,5270,-0.1566,0.0001,-0.1272,0.0294,-618.7629
tabular_rl,5271,-0.1477,0.0010,-0.1553,-0.0076,-601.8559
tabular_rl,5272,-0.1520,0.0002,-0.1638,-0.0118,-607.6935
tabular_rl,5273,-0.1650,-0.0000,-0.1580,0.0070,-578.0859
tabular_rl,5274,-0.1373,0.0002,-0.1209,0.0163,-606.7526
tabular_rl,5275,-0.1592,0.0002,-0.1346,0.0246,-557.7269
tabular_rl,5276,-0.1577,0.0001,-0.1713,-0.0136,-583.8065
tabular_rl,5277,-0.1409,0.0002,-0.1133,0.0276,-597.8525
tabular_rl,5278,-0.1513,0.0010,-0.1482,0.0031,-611.2297
tabular_rl,5279,-0.1604,-0.0000,-0.1565,0.0039,-601.3823
tabular_rl,5280,-0.1511,0.0010,-0.1517,-0.0006,-573.4155
tabular_rl,5281,-0.1455,0.0001,-0.1346,0.0109,-552.8767
tabular_rl,5282,-0.1517,0.0001,-0.1435,0.0083,-581.6707
tabular_rl,5283,-0.1642,0.0002,-0.1583,0.0058,-605.6102
tabular_rl,5284,-0.1599,-0.0000,-0.1060,0.0540,-568.1365
